key_resp_beginning.keys,key_resp_beginning.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_instr_behavior.keys,key_resp_instr_behavior.rt,key_resp_instr_scales.keys,key_resp_instr_scales.rt,key_resp_PANAS_1.keys,key_resp_PANAS_1.rt,key_resp_PANAS_test.keys,key_resp_PANAS_test.rt,trials_PANAS.thisRepN,trials_PANAS.thisTrialN,trials_PANAS.thisN,trials_PANAS.thisIndex,trials_PANAS.ran,adjective,posneg,panasnum,PANASLoop.thisRepN,PANASLoop.thisTrialN,PANASLoop.thisN,PANASLoop.thisIndex,PANASLoop.ran,OrderofScales.thisRepN,OrderofScales.thisTrialN,OrderofScales.thisN,OrderofScales.thisIndex,OrderofScales.ran,nRepsPANAS,nRepsBDI,nRepsSHAPS,nRepsSTAI,key_resp_Instr_SHAPS.keys,key_resp_Instr_SHAPS.rt,key_resp_SHAPS_test.keys,trials_SHAPS.thisRepN,trials_SHAPS.thisTrialN,trials_SHAPS.thisN,trials_SHAPS.thisIndex,trials_SHAPS.ran,statement_SHAPS,control_SHAPS,Item_nr_SHAPS,SHAPSLoop.thisRepN,SHAPSLoop.thisTrialN,SHAPSLoop.thisN,SHAPSLoop.thisIndex,SHAPSLoop.ran,key_resp_BDI_1.keys,key_resp_BDI_1.rt,key_resp_BDI_2.keys,key_resp_BDI_2.rt,key_resp_BDI_trials.keys,key_resp_BDI_trials.rt,trials_BDI.thisRepN,trials_BDI.thisTrialN,trials_BDI.thisN,trials_BDI.thisIndex,trials_BDI.ran,Title_BDI,statement_1_BDI,statement_2_BDI,statement_3_BDI,statement_4_BDI,BDILoop.thisRepN,BDILoop.thisTrialN,BDILoop.thisN,BDILoop.thisIndex,BDILoop.ran,key_resp.keys,key_resp.rt,key_resp_instr_STAI_state_2.keys,key_resp_instr_STAI_state_2.rt,key_resp_STAI_state_test.keys,key_resp_STAI_state_test.rt,trials_STAI_state.thisRepN,trials_STAI_state.thisTrialN,trials_STAI_state.thisN,trials_STAI_state.thisIndex,trials_STAI_state.ran,text_STAI_state,control_STAI_state,Item_nr_STAI_state,rescore_STAI_state,key_resp_STAI_2.keys,key_resp_STAI_2.rt,key_resp_STAI_trait_test.keys,key_resp_STAI_trait_test.rt,trials_STAI_trait.thisRepN,trials_STAI_trait.thisTrialN,trials_STAI_trait.thisN,trials_STAI_trait.thisIndex,trials_STAI_trait.ran,text_STAI_trait,control_STAI_trait,Item_nr_STAI_trait,rescore_STAI_trait,STAILoop.thisRepN,STAILoop.thisTrialN,STAILoop.thisN,STAILoop.thisIndex,STAILoop.ran,key_resp_instr_Social_media_scale.keys,key_resp_instr_Social_media_scale.rt,key_resp_Social_media_scale_test.keys,key_resp_Social_media_scale_test.rt,Social_media_loop.thisRepN,Social_media_loop.thisTrialN,Social_media_loop.thisN,Social_media_loop.thisIndex,Social_media_loop.ran,Social_media_statement,Item_nr,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_3.keys,key_resp_instr_3.rt,key_resp_instr_3b.keys,key_resp_instr_3b.rt,key_resp_instr_4.keys,key_resp_instr_4.rt,key_resp_instr_5.keys,key_resp_instr_5.rt,key_resp_instr_practice.keys,key_resp_instr_practice.rt,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_repeat_practice.keys,key_resp_end_experiment.keys,Practice_A.thisRepN,Practice_A.thisTrialN,Practice_A.thisN,Practice_A.thisIndex,Practice_A.ran,Trial_nr,Block_nr,Block_cond,Symbol_left,Symbol_right,Highlighted,Outcome,corrAns,Image,Trial_within_block,Trial_cond,Block_value,key_ass,answer_left,answer_right,key_resp_repeat_practice.rt,key_resp_instr_main_a.keys,key_resp_instr_main_a.rt,key_resp_pause.keys,Main_A.thisRepN,Main_A.thisTrialN,Main_A.thisN,Main_A.thisIndex,Main_A.ran,key_resp_pause.rt,Group_A.thisRepN,Group_A.thisTrialN,Group_A.thisN,Group_A.thisIndex,Group_A.ran,key_resp_memory.keys,key_resp_memory.rt,key_resp_memory_trials.keys,key_resp_memory_trials.rt,memory_loop.thisRepN,memory_loop.thisTrialN,memory_loop.thisN,memory_loop.thisIndex,memory_loop.ran,Memory_cond,Phase,key_resp_end.keys,key_resp_end.rt
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Ambulance.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,4.3175,0,105,105,130,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Airplane_Small.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,1.925,0,106,106,128,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Seashell_AlternateTellin.jpg,,,,,,,,,,,,,,,,,,,,,,,,6,1.777,0,107,107,104,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/BasketballHoop.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,3.696,0,108,108,131,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Perfume.jpg,,,,,,,,,,,,,,,,,,,,,,,,6,1.7226,0,109,109,76,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Butterfly.jpg,,,,,,,,,,,,,,,,,,,,,,,,5,3.4767,0,110,110,49,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Oars.jpg,,,,,,,,,,,,,,,,,,,,,,,,4,6.2018,0,111,111,200,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Plunger.jpg,,,,,,,,,,,,,,,,,,,,,,,,4,1.687,0,112,112,51,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Flower_Daisy.jpg,,,,,,,,,,,,,,,,,,,,,,,,4,1.9979,0,113,113,172,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/TrapAnimal.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,2.4735,0,114,114,242,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Pickaxe.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,2.4563,0,115,115,109,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/BicycleWheelRusty.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,3.0231,0,116,116,132,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Toy_Slide.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,2.2413,0,117,117,241,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Umbrella_Retractable.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,1.6613,0,118,118,247,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Plate_Decorative.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,1.159,0,119,119,206,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Protractor.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,2.4799,0,120,120,210,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Keys_Bunch.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,2.9483,0,121,121,185,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Backpack_Travel.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,5.7335,0,122,122,87,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Cannon.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,2.5336,0,123,123,151,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/TailLight.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,4.8758,0,124,124,227,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Hoverboard.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,2.0709,0,125,125,180,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Abacus.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,5.6427,0,126,126,25,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Bird_Toucan.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,6.4126,0,127,127,74,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/GatedEntrance.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,2.6694,0,128,128,174,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Statue_Jesus.jpg,,,,,,,,,,,,,,,,,,,,,,,,6,1.6436,0,129,129,120,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Statue_Head.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,2.4427,0,130,130,224,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Toy_SeeSaw.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,4.4845,0,131,131,116,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Garbage_Can.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,2.7003,0,132,132,173,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Leaf_Green.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,1.5966,0,133,133,188,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Heater_ElectricPortable.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,2.9919,0,134,134,178,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Blanket.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,2.638,0,135,135,50,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/BicycleSeat.jpg,,,,,,,,,,,,,,,,,,,,,,,,5,1.947,0,136,136,22,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Fence_Wooden.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,8.4753,0,137,137,169,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Glass_Beer.jpg,,,,,,,,,,,,,,,,,,,,,,,,4,2.3079,0,138,138,65,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/HairScrunchie.jpg,,,,,,,,,,,,,,,,,,,,,,,,6,2.7679,0,139,139,13,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Tractor_Yellow.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,3.5159,0,140,140,55,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Hedgehog.jpg,,,,,,,,,,,,,,,,,,,,,,,,5,2.7627,0,141,141,30,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Playground.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,5.0956,0,142,142,99,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Flute_Wooden.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,1.027,0,143,143,8,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/Teardrop.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,1.5343,0,144,144,230,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Chair_BeanBag.jpg,,,,,,,,,,,,,,,,,,,,,,,,4,2.6427,0,145,145,119,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Tray_Wooden.jpg,,,,,,,,,,,,,,,,,,,,,,,,3,1.5154,0,146,146,36,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Retrieval/KitchenTools.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,1.8997,0,147,147,186,1,New,Retrieval,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Shoes_DutchClogs.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,0.8794,0,148,148,21,1,Old,Encoding,,
,,38,001,2023-07-10_16h45.37.464,Experiment_Tuerk,2022.2.4,Win32,59.60541217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stimuli/Encoding/Printer.jpg,,,,,,,,,,,,,,,,,,,,,,,,2,2.4359,0,149,149,15,1,Old,Encoding,,
